layer	tensor	position	rank	head	lane	value_hex	value
7	k_rope	10	3	6	116	0xc24514fd	-49.2704963684082
7	k_rope	11	0	1	116	0x42769126	61.641746520996094
7	k_rope	11	1	5	116	0xc266c6ce	-57.69414520263672
7	k_rope	11	2	6	116	0xc2524521	-52.567508697509766
7	k_rope	11	3	0	116	0x42517d54	52.37239074707031
7	k_rope	12	0	1	116	0x4266fb0e	57.74517059326172
7	k_rope	12	1	5	116	0xc266ceca	-57.701942443847656
7	k_rope	12	2	0	116	0x42476dcc	49.85722351074219
7	k_rope	12	3	4	116	0xc23aeb74	-46.72993469238281
7	k_rope	13	0	5	116	0xc264f462	-57.23865509033203
7	k_rope	13	1	0	116	0x425d0081	55.250492095947266
7	k_rope	13	2	3	116	0x42576849	53.85184097290039
7	k_rope	13	3	1	116	0x4254b410	53.17584228515625
7	k_rope	14	0	4	116	0xc269272c	-58.28825378417969
7	k_rope	14	1	1	116	0x42650898	57.258392333984375
7	k_rope	14	2	6	116	0xc258c906	-54.196311950683594
7	k_rope	14	3	5	116	0xc253d9eb	-52.96281051635742
7	k_rope	15	0	4	116	0xc2728bcb	-60.63651657104492
7	k_rope	15	1	1	116	0x426918ef	58.274349212646484
7	k_rope	15	2	5	116	0xc2615d8e	-56.34136199951172
7	k_rope	15	3	6	116	0xc258abeb	-54.16788864135742
7	k_rope	16	0	5	116	0xc285a579	-66.82318878173828
7	k_rope	16	1	4	116	0xc27ca859	-63.16440200805664
7	k_rope	16	2	6	116	0xc2797240	-62.361572265625
7	k_rope	16	3	1	116	0x42761a17	61.52547836303711
7	k_rope	17	0	5	116	0xc27024f9	-60.03610610961914
7	k_rope	17	1	1	116	0x426b6652	58.84992218017578
7	k_rope	17	2	0	116	0x4264c7b5	57.19502639770508
7	k_rope	17	3	3	116	0x42611923	56.2745475769043
7	v_heads	0	0	6	6	0x3f9bc7c6	1.217034101486206
7	v_heads	0	1	0	94	0x3f676794	0.9039242267608643
7	v_heads	0	2	3	51	0x3f608e5f	0.8771724104881287
7	v_heads	0	3	5	27	0xbf54b611	-0.8309031128883362
7	v_heads	1	0	1	11	0x4013a581	2.306976556777954
7	v_heads	1	1	3	62	0x400351b2	2.05186128616333
7	v_heads	1	2	4	10	0x3fe7e482	1.8116610050201416
7	v_heads	1	3	5	117	0xbfe4c879	-1.7873679399490356
7	v_heads	2	0	3	87	0xc0390817	-2.8911187648773193
7	v_heads	2	1	1	104	0xc01eb63b	-2.479872465133667
7	v_heads	2	2	0	60	0x401c48dd	2.4419472217559814
7	v_heads	2	3	2	19	0x400daab4	2.2135438919067383
7	v_heads	3	0	2	4	0x40130078	2.296903610229492
7	v_heads	3	1	3	87	0xc008a047	-2.134782552719116
7	v_heads	3	2	3	94	0x4007044d	2.109637498855591
7	v_heads	3	3	2	113	0xc003007a	-2.0469040870666504
7	v_heads	4	0	6	77	0xc02bdd0b	-2.68536639213562
7	v_heads	4	1	1	96	0xc0077197	-2.1163079738616943
7	v_heads	4	2	0	60	0x4001117e	2.016692638397217
7	v_heads	4	3	6	92	0xbfefa8ae	-1.8723351955413818
7	v_heads	5	0	3	87	0xc010224b	-2.2520930767059326
7	v_heads	5	1	4	54	0xc00f0017	-2.2343804836273193
7	v_heads	5	2	6	92	0xc003a953	-2.0572097301483154
7	v_heads	5	3	0	60	0x3ff6fad9	1.9295302629470825
7	v_heads	6	0	6	77	0xc02b758c	-2.679049491882324
7	v_heads	6	1	4	20	0xc01fac12	-2.494877338409424
7	v_heads	6	2	6	24	0x401a442e	2.4104113578796387
7	v_heads	6	3	4	68	0x4009e10b	2.15436053276062
7	v_heads	7	0	6	98	0xc0025863	-2.036644697189331
7	v_heads	7	1	2	40	0x3ff15f5a	1.8857223987579346
7	v_heads	7	2	6	65	0x3ff02a2b	1.8762868642807007
7	v_heads	7	3	6	119	0x3fe9752d	1.8238884210586548
7	v_heads	8	0	1	71	0xc00cdae4	-2.200860023498535
7	v_heads	8	1	6	119	0x40086399	2.1310789585113525
7	v_heads	8	2	1	96	0xbff7e2d5	-1.9366098642349243
7	v_heads	8	3	6	62	0xbfe265a9	-1.768727421760559
7	v_heads	9	0	2	10	0x4004d1a2	2.0752949714660645
7	v_heads	9	1	1	71	0xbff62795	-1.923082947731018
7	v_heads	9	2	6	24	0x3fd8655a	1.6905930042266846
7	v_heads	9	3	4	21	0xbfc5e30a	-1.5459911823272705
7	v_heads	10	0	4	90	0x3fcf19f4	1.6179795265197754
7	v_heads	10	1	6	77	0xbfaa9785	-1.3327490091323853
7	v_heads	10	2	1	104	0xbfa973d9	-1.3238478899002075
7	v_heads	10	3	1	112	0x3fa84388	1.314560890197754
7	v_heads	11	0	1	104	0xc058cd1c	-3.387518882751465
7	v_heads	11	1	7	107	0x40140a2a	2.3131203651428223
7	v_heads	11	2	7	42	0x4009b68b	2.151766538619995
7	v_heads	11	3	1	80	0xbfe22a50	-1.766916275024414
7	v_heads	12	0	1	104	0xc07031ce	-3.753039836883545
7	v_heads	12	1	7	107	0x40260928	2.594308853149414
7	v_heads	12	2	1	11	0x401195a6	2.274758815765381
7	v_heads	12	3	6	92	0xc008e923	-2.1392295360565186
7	v_heads	13	0	7	107	0x4004b2bb	2.073408842086792
7	v_heads	13	1	1	56	0x4002c8ec	2.043513298034668
7	v_heads	13	2	2	64	0x3fff8b80	1.9964447021484375
7	v_heads	13	3	1	104	0xbfe24bcd	-1.767938256263733
7	v_heads	14	0	4	54	0xc016928e	-2.3526949882507324
7	v_heads	14	1	5	10	0xc00f7198	-2.2413082122802734
7	v_heads	14	2	1	26	0x400d476f	2.2074849605560303
7	v_heads	14	3	7	107	0x40012e48	2.0184497833251953
7	v_heads	15	0	4	54	0xc045e654	-3.0921831130981445
7	v_heads	15	1	4	103	0x402daa7f	2.713531255722046
7	v_heads	15	2	5	10	0xc01ff8b2	-2.49955415725708
7	v_heads	15	3	1	26	0x401df192	2.467869281768799
7	v_heads	16	0	2	35	0x405d5342	3.4582066535949707
7	v_heads	16	1	4	54	0xc017f273	-2.3741729259490967
7	v_heads	16	2	1	104	0xc002f6fe	-2.046325206756592
7	v_heads	16	3	4	103	0x40015193	2.020603895187378
7	v_heads	17	0	1	104	0xc046571e	-3.099067211151123
7	v_heads	17	1	1	26	0x400e28f9	2.2212507724761963
7	v_heads	17	2	1	94	0x40079f19	2.1190855503082275
7	v_heads	17	3	5	10	0xc0029569	-2.0403692722320557
8	k_rope	0	0	2	63	0xc1f3ae5b	-30.460134506225586
8	k_rope	0	1	2	127	0xc1c49801	-24.574220657348633
8	k_rope	0	2	3	62	0xc1b53eee	-22.65572738647461
8	k_rope	0	3	0	60	0xc1ae5962	-21.793643951416016
8	k_rope	1	0	5	51	0xc1b5b59a	-22.713672637939453
8	k_rope	1	1	6	51	0x41ab5843	21.4180965423584
8	k_rope	1	2	7	51	0xc1a1d895	-20.23075294494629
8	k_rope	1	3	4	51	0xc1a0f0c1	-20.117555618286133
8	k_rope	2	0	5	51	0xc1b535c4	-22.65125274658203
8	k_rope	2	1	7	51	0xc1acd517	-21.604047775268555
8	k_rope	2	2	0	51	0x419e5fe1	19.796815872192383
8	k_rope	2	3	1	51	0xc1987eb5	-19.06186866760254
8	k_rope	3	0	5	51	0xc1b136d1	-22.151765823364258
8	k_rope	3	1	7	51	0xc1aa656e	-21.29952621459961
8	k_rope	3	2	0	51	0x41a01619	20.01078987121582
8	k_rope	3	3	2	51	0xc194c31b	-18.595266342163086
8	k_rope	4	0	5	51	0xc1b3d172	-22.47726821899414
8	k_rope	4	1	0	51	0x41aff9f8	21.997055053710938
8	k_rope	4	2	1	51	0xc1a423b7	-20.517438888549805
8	k_rope	4	3	4	51	0xc19e74eb	-19.80708885192871
8	k_rope	5	0	0	51	0x41c9dc21	25.232484817504883
8	k_rope	5	1	5	51	0xc1c2334d	-24.275049209594727
8	k_rope	5	2	1	51	0xc1b94f64	-23.16376495361328
8	k_rope	5	3	4	51	0xc1b6e2ca	-22.860736846923828
8	k_rope	6	0	0	51	0x41b46b40	22.5523681640625
8	k_rope	6	1	4	51	0xc1afd0ea	-21.977008819580078
8	k_rope	6	2	1	51	0xc1a764cc	-20.924217224121094
8	k_rope	6	3	6	51	0x41a405fb	20.502920150756836
8	k_rope	7	0	0	51	0x41ad4147	21.65687370300293
8	k_rope	7	1	5	51	0xc19d9364	-19.69696807861328
8	k_rope	7	2	7	51	0xc19a8703	-19.3159236907959
8	k_rope	7	3	4	51	0xc194efbd	-18.6170597076416
8	k_rope	8	0	5	51	0xc1b8fcb1	-23.123384475708008
8	k_rope	8	1	7	51	0xc1b091d0	-22.071197509765625
8	k_rope	8	2	0	51	0x41a4bf0f	20.593290328979492
8	k_rope	8	3	4	51	0xc196836e	-18.81417465209961
8	k_rope	9	0	0	51	0x41be794e	23.80923080444336
8	k_rope	9	1	5	51	0xc1b62d2f	-22.772062301635742
8	k_rope	9	2	6	51	0x41ab8cd1	21.443758010864258
8	k_rope	9	3	1	51	0xc1a4a083	-20.5783748626709
8	k_rope	10	0	7	51	0xc198ed77	-19.115949630737305
8	k_rope	10	1	2	51	0xc175ede8	-15.370582580566406
8	k_rope	10	2	3	51	0x416044f7	14.016837120056152
8	k_rope	10	3	6	127	0x41532938	13.197563171386719
8	k_rope	11	0	5	51	0xc1c44fa1	-24.538881301879883
8	k_rope	11	1	1	51	0xc1ba7eec	-23.311973571777344
8	k_rope	11	2	6	51	0x41aaaff7	21.335920333862305
8	k_rope	11	3	0	51	0x41a49d09	20.576677322387695
8	k_rope	12	0	5	51	0xc1ae9b7c	-21.82592010498047
8	k_rope	12	1	0	51	0x41a940e1	21.156679153442383
8	k_rope	12	2	1	51	0xc1a0ef56	-20.116863250732422
8	k_rope	12	3	7	51	0xc19cfb5b	-19.622732162475586
8	k_rope	13	0	5	51	0xc1d77284	-26.93091583251953
8	k_rope	13	1	1	51	0xc1b8e62f	-23.112394332885742
8	k_rope	13	2	7	51	0xc1b35766	-22.417675018310547
8	k_rope	13	3	0	51	0x419e78fd	19.8090763092041
8	k_rope	14	0	4	51	0xc1c77c99	-24.93583869934082
8	k_rope	14	1	1	51	0xc1c71eca	-24.890033721923828
8	k_rope	14	2	5	51	0xc1b9158f	-23.135526657104492
8	k_rope	14	3	0	51	0x41b104bb	22.127309799194336
8	k_rope	15	0	0	51	0x41d05c2a	26.045001983642578
8	k_rope	15	1	4	51	0xc1cebbf1	-25.841768264770508
8	k_rope	15	2	1	51	0xc1c4e16a	-24.610065460205078
8	k_rope	15	3	5	51	0xc1ada70b	-21.70656394958496
8	k_rope	16	0	7	51	0xc1843020	-16.52349853515625
8	k_rope	16	1	2	51	0xc178dfc7	-15.554633140563965
8	k_rope	16	2	2	127	0xc1551d4b	-13.31965160369873
8	k_rope	16	3	6	127	0x4148065a	12.501550674438477
8	k_rope	17	0	5	51	0xc1b8269d	-23.01885414123535
8	k_rope	17	1	0	51	0x41af9057	21.945478439331055
8	k_rope	17	2	1	51	0xc1a835ec	-21.026329040527344
8	k_rope	17	3	4	51	0xc1a106db	-20.128347396850586
8	v_heads	0	0	6	81	0xbf53c071	-0.8271551728248596
8	v_heads	0	1	5	1	0xbf49713c	-0.786884069442749
8	v_heads	0	2	7	2	0xbf2e0d44	-0.6798899173736572
8	v_heads	0	3	1	70	0x3f120d4c	0.5705153942108154
8	v_heads	1	0	0	82	0x3fdf7070	1.7456188201904297
8	v_heads	1	1	6	7	0x3fd82447	1.688607096672058
8	v_heads	1	2	2	61	0xbfc91e33	-1.571234107017517
8	v_heads	1	3	4	114	0x3fc31dc7	1.5243462324142456
8	v_heads	2	0	7	53	0xc05e81e1	-3.476677179336548
8	v_heads	2	1	5	114	0x4052a566	3.2913451194763184
8	v_heads	2	2	5	9	0xc04c9bf6	-3.197019100189209
8	v_heads	2	3	1	42	0xc02ecf4d	-2.731402635574341
8	v_heads	3	0	5	114	0x4064f5fc	3.5775136947631836
8	v_heads	3	1	7	125	0xc05ae318	-3.4201107025146484
8	v_heads	3	2	1	42	0xc04ba1ad	-3.1817429065704346
8	v_heads	3	3	1	70	0x401b97b9	2.431135416030884
8	v_heads	4	0	5	114	0x4045c38c	3.090060234069824
8	v_heads	4	1	7	53	0xc03fa8ed	-2.994685411453247
8	v_heads	4	2	1	12	0xc03c845f	-2.9455792903900146
8	v_heads	4	3	2	61	0xc03a36de	-2.9095988273620605
8	v_heads	5	0	5	114	0x404b0afd	3.1725456714630127
8	v_heads	5	1	1	12	0xc03f109e	-2.985389232635498
8	v_heads	5	2	5	9	0xc02e24d2	-2.7209973335266113
8	v_heads	5	3	7	77	0xc015dc42	-2.3415684700012207
8	v_heads	6	0	1	70	0x401a6292	2.412266254425049
8	v_heads	6	1	7	125	0xc01277bc	-2.288558006286621
8	v_heads	6	2	5	114	0x40105dfe	2.255736827850342
8	v_heads	6	3	1	124	0x400a8c16	2.1648001670837402
8	v_heads	7	0	7	53	0xc0382c84	-2.8777170181274414
8	v_heads	7	1	1	70	0x402183a4	2.5236597061157227
8	v_heads	7	2	5	114	0x4013a140	2.3067169189453125
8	v_heads	7	3	7	125	0xc0089b06	-2.1344618797302246
8	v_heads	8	0	0	28	0x400c99c2	2.1968846321105957
8	v_heads	8	1	1	12	0xc0070e47	-2.110246419906616
8	v_heads	8	2	0	87	0xc00682a3	-2.1017234325408936
8	v_heads	8	3	5	114	0x4004a030	2.072277069091797
8	v_heads	9	0	6	81	0x4039d2c6	2.903489589691162
8	v_heads	9	1	2	61	0xc0269108	-2.602602005004883
8	v_heads	9	2	5	114	0x4006e6fc	2.1078481674194336
8	v_heads	9	3	5	6	0x40008b4b	2.0085017681121826
8	v_heads	10	0	6	8	0x40df0408	6.969242095947266
8	v_heads	10	1	6	48	0x40aa7bb2	5.32759952545166
8	v_heads	10	2	5	17	0xc0a4812b	-5.140767574310303
8	v_heads	10	3	1	104	0x409cbd74	4.898126602172852
8	v_heads	11	0	5	114	0x40083753	2.1283767223358154
8	v_heads	11	1	7	53	0xbfef1f7d	-1.8681484460830688
8	v_heads	11	2	7	125	0xbfeea803	-1.8645023107528687
8	v_heads	11	3	3	82	0xbfe721b2	-1.805715799331665
8	v_heads	12	0	7	53	0xc0487634	-3.1322145462036133
8	v_heads	12	1	0	87	0xc039d5ef	-2.9036824703216553
8	v_heads	12	2	5	114	0x4031cf68	2.7782840728759766
8	v_heads	12	3	5	9	0xc02b1f3c	-2.673781394958496
8	v_heads	13	0	3	82	0xc026a4f9	-2.6038191318511963
8	v_heads	13	1	2	61	0xc01bdcb8	-2.4353466033935547
8	v_heads	13	2	7	15	0x40081157	2.126058340072632
8	v_heads	13	3	6	97	0x40056af0	2.0846519470214844
8	v_heads	14	0	3	82	0xc073fbe1	-3.812248468399048
8	v_heads	14	1	2	61	0xc02fffbe	-2.7499842643737793
8	v_heads	14	2	7	53	0xc02a9976	-2.665616512298584
8	v_heads	14	3	0	71	0x40179c83	2.3689277172088623
8	v_heads	15	0	1	12	0xc0513da0	-3.2693862915039062
8	v_heads	15	1	7	53	0xc02873c2	-2.6320652961730957
8	v_heads	15	2	5	80	0x401d8fcd	2.461901903152466
8	v_heads	15	3	5	114	0x400bb900	2.18316650390625
8	v_heads	16	0	6	8	0x41b5ec42	22.740360260009766
8	v_heads	16	1	5	17	0xc18160a6	-16.172191619873047
8	v_heads	16	2	6	124	0xc1814928	-16.160720825195312
8	v_heads	16	3	5	88	0xc17dc0a0	-15.859527587890625
8	v_heads	17	0	7	53	0xc0286f59	-2.63179612159729
8	v_heads	17	1	0	87	0xc0270b21	-2.6100542545318604
8	v_heads	17	2	3	111	0x40189cca	2.3845696449279785
8	v_heads	17	3	1	70	0x4010648e	2.2561373710632324
9	k_rope	0	0	6	63	0xc19892ed	-19.071741104125977
9	k_rope	0	1	1	58	0x4157bcc5	13.483586311340332
9	k_rope	0	2	0	127	0x4152a353	13.164874076843262
9	k_rope	0	3	2	123	0xc13bbb8c	-11.733287811279297
9	k_rope	1	0	0	117	0x421e7287	39.61184310913086
9	k_rope	1	1	5	117	0x42061cb8	33.528045654296875
9	k_rope	1	2	2	117	0xc20565f2	-33.34955596923828
9	k_rope	1	3	4	117	0xc2019b04	-32.40138244628906
9	k_rope	2	0	0	117	0x420bc22e	34.93962860107422
9	k_rope	2	1	5	117	0x420018b4	32.02412414550781
9	k_rope	2	2	2	117	0xc1ea9273	-29.321508407592773
9	k_rope	2	3	0	41	0xc1e55a28	-28.669021606445312
9	k_rope	3	0	5	117	0x41f11540	30.1353759765625
9	k_rope	3	1	2	117	0xc1e82531	-29.018159866333008
9	k_rope	3	2	0	117	0x41dfca32	27.97372817993164
9	k_rope	3	3	6	117	0x41c14a0f	24.161161422729492
9	k_rope	4	0	0	117	0x41efc025	29.968820571899414
9	k_rope	4	1	5	46	0x41eeccf9	29.85008430480957
9	k_rope	4	2	5	117	0x41e19d0d	28.201684951782227
9	k_rope	4	3	2	117	0xc1dd95f8	-27.698226928710938
9	k_rope	5	0	5	117	0x41ea4176	29.281963348388672
9	k_rope	5	1	6	117	0x41e390d2	28.44571304321289
9	k_rope	5	2	5	46	0x41d9f840	27.2462158203125
9	k_rope	5	3	0	117	0x41cbaa5f	25.458189010620117
9	k_rope	6	0	6	117	0x41f4ce35	30.60068702697754
9	k_rope	6	1	5	117	0x41ed95ea	29.698200225830078
9	k_rope	6	2	5	46	0x41dd8a7a	27.692615509033203
9	k_rope	6	3	0	117	0x41d84851	27.035310745239258
9	k_rope	7	0	5	117	0x41f279bc	30.30944061279297
9	k_rope	7	1	5	46	0x41eb5ffa	29.421863555908203
9	k_rope	7	2	0	117	0x41e4bc34	28.591896057128906
9	k_rope	7	3	4	117	0xc1d25b70	-26.294647216796875
9	k_rope	8	0	5	117	0x41eb5df8	29.420883178710938
9	k_rope	8	1	2	117	0xc1e35ef9	-28.42137336730957
9	k_rope	8	2	4	117	0xc1e0208b	-28.01589012145996
9	k_rope	8	3	5	46	0x41dc875c	27.56609344482422
9	k_rope	9	0	2	117	0xc2046151	-33.095035552978516
9	k_rope	9	1	0	117	0x41fd1050	31.632965087890625
9	k_rope	9	2	5	46	0x41ee557e	29.791744232177734
9	k_rope	9	3	5	117	0x41e0268b	28.01881980895996
9	k_rope	10	0	1	117	0x41f36894	30.426063537597656
9	k_rope	10	1	2	117	0xc1f161c4	-30.17273712158203
9	k_rope	10	2	4	117	0xc1df55a2	-27.916812896728516
9	k_rope	10	3	5	117	0x41ddf067	27.74238395690918
9	k_rope	11	0	5	117	0x420c109d	35.0162239074707
9	k_rope	11	1	0	117	0x42074844	33.82057189941406
9	k_rope	11	2	5	46	0x4202c2d5	32.69026565551758
9	k_rope	11	3	2	117	0xc1f4204a	-30.515766143798828
9	k_rope	12	0	5	117	0x4211a064	36.40663146972656
9	k_rope	12	1	0	117	0x420a3ee7	34.56142807006836
9	k_rope	12	2	2	117	0xc2072a7f	-33.791500091552734
9	k_rope	12	3	5	46	0x41deff61	27.874696731567383
9	k_rope	13	0	2	117	0xc20626e2	-33.53797149658203
9	k_rope	13	1	5	117	0x41f83985	31.028085708618164
9	k_rope	13	2	4	117	0xc1f71e85	-30.889902114868164
9	k_rope	13	3	0	117	0x41ea1706	29.261241912841797
9	k_rope	14	0	5	117	0x4203cc53	32.94953536987305
9	k_rope	14	1	5	46	0x41ed4678	29.659408569335938
9	k_rope	14	2	0	117	0x41ea48cb	29.28554344177246
9	k_rope	14	3	3	117	0x41df139d	27.88457679748535
9	k_rope	15	0	5	117	0x4202c227	32.68960189819336
9	k_rope	15	1	6	117	0x4200a217	32.15829086303711
9	k_rope	15	2	5	46	0x41d0ce89	26.100847244262695
9	k_rope	15	3	0	117	0x41ca516f	25.289762496948242
9	k_rope	16	0	6	117	0x42154c00	37.32421875
9	k_rope	16	1	5	117	0x41ffc399	31.97050666809082
9	k_rope	16	2	4	117	0xc1f71dcc	-30.889549255371094
9	k_rope	16	3	1	117	0x41da5adb	27.294363021850586
9	k_rope	17	0	5	117	0x42081b0c	34.02641296386719
9	k_rope	17	1	0	117	0x4202a988	32.665557861328125
9	k_rope	17	2	6	117	0x41f6349f	30.775693893432617
9	k_rope	17	3	5	46	0x41ee910f	29.820829391479492
9	v_heads	0	0	4	100	0x3fc48774	1.535383701324463
9	v_heads	0	1	0	39	0x3fa8508c	1.314958095550537
9	v_heads	0	2	6	107	0xbf86e405	-1.0538336038589478
9	v_heads	0	3	4	98	0xbf815c08	-1.0106210708618164
9	v_heads	1	0	4	98	0x402c86e4	2.695733070373535
9	v_heads	1	1	5	84	0xc0281f7d	-2.6269218921661377
9	v_heads	1	2	2	45	0xc019f1b1	-2.405376672744751
9	v_heads	1	3	5	1	0x4019d56b	2.403650999069214
9	v_heads	2	0	5	84	0xc03e3e12	-2.972538471221924
9	v_heads	2	1	7	26	0xc0380319	-2.8751890659332275
9	v_heads	2	2	2	90	0x4032e354	2.7951250076293945
9	v_heads	2	3	5	43	0x4028726f	2.6319844722747803
9	v_heads	3	0	6	7	0xc07b4322	-3.9259724617004395
9	v_heads	3	1	6	98	0x40720e92	3.782139301300049
9	v_heads	3	2	2	46	0xc0497a5d	-3.1480934619903564
9	v_heads	3	3	1	20	0x4046138c	3.094943046569824
9	v_heads	4	0	2	87	0x40608d0b	3.50860857963562
9	v_heads	4	1	6	98	0x405792ad	3.3683273792266846
9	v_heads	4	2	0	83	0x403fbe6c	2.995997428894043
9	v_heads	4	3	2	45	0xc03dc97e	-2.965423107147217
9	v_heads	5	0	1	125	0x404f9972	3.2437405586242676
9	v_heads	5	1	2	46	0xc0418011	-3.0234415531158447
9	v_heads	5	2	6	98	0x403e2c27	2.971444845199585
9	v_heads	5	3	7	61	0x403ccd13	2.950016736984253
9	v_heads	6	0	2	46	0xc054665f	-3.3187482357025146
9	v_heads	6	1	6	8	0x4040cfa6	3.012673854827881
9	v_heads	6	2	5	1	0x4035eb71	2.8424952030181885
9	v_heads	6	3	7	79	0x402ec9e6	2.7310729026794434
9	v_heads	7	0	6	98	0x404f5d82	3.240082263946533
9	v_heads	7	1	5	43	0x403cb89e	2.948768138885498
9	v_heads	7	2	0	38	0x402f5331	2.739452600479126
9	v_heads	7	3	2	46	0xc02a4167	-2.6602418422698975
9	v_heads	8	0	6	98	0x409ff8b3	4.999108791351318
9	v_heads	8	1	6	7	0xc06829e3	-3.627556562423706
9	v_heads	8	2	5	43	0x40597c76	3.398221492767334
9	v_heads	8	3	6	49	0xc051394a	-3.2691216468811035
9	v_heads	9	0	2	87	0x4094200b	4.62891149520874
9	v_heads	9	1	2	45	0xc08c4078	-4.382869720458984
9	v_heads	9	2	6	30	0x4048b7cf	3.136218786239624
9	v_heads	9	3	6	7	0xc0467fdf	-3.1015546321868896
9	v_heads	10	0	0	19	0xc0439fa6	-3.056619167327881
9	v_heads	10	1	0	68	0xc02c5542	-2.6927037239074707
9	v_heads	10	2	0	122	0x401e19c5	2.470322847366333
9	v_heads	10	3	0	13	0xc009c444	-2.152604103088379
9	v_heads	11	0	6	92	0xc08c242a	-4.3794145584106445
9	v_heads	11	1	7	103	0x4068cbdd	3.6374428272247314
9	v_heads	11	2	2	87	0x4055596f	3.3335835933685303
9	v_heads	11	3	6	104	0x4047e6ed	3.123469591140747
9	v_heads	12	0	6	7	0xc05a938e	-3.4152560234069824
9	v_heads	12	1	2	90	0x4049e997	3.1548821926116943
9	v_heads	12	2	7	59	0x403cde6b	2.951075315475464
9	v_heads	12	3	7	118	0xc03322c6	-2.798997402191162
9	v_heads	13	0	6	7	0xc0a2670a	-5.075078010559082
9	v_heads	13	1	5	109	0xc0501f5b	-3.2519137859344482
9	v_heads	13	2	6	98	0x403e5180	2.973724365234375
9	v_heads	13	3	7	98	0xc023f3b3	-2.561749219894409
9	v_heads	14	0	6	92	0xc0a005a7	-5.00068998336792
9	v_heads	14	1	2	45	0xc06ac0ec	-3.668025016784668
9	v_heads	14	2	7	97	0x40649d5c	3.5721044540405273
9	v_heads	14	3	7	99	0xc05e2cff	-3.471496343612671
9	v_heads	15	0	6	92	0xc09073ab	-4.514119625091553
9	v_heads	15	1	6	30	0x406d4dd8	3.707876205444336
9	v_heads	15	2	7	61	0x404b6ceb	3.178522825241089
9	v_heads	15	3	7	103	0x403112c4	2.766770362854004
9	v_heads	16	0	6	7	0xc06ae84e	-3.67042875289917
9	v_heads	16	1	0	68	0xc0609eb7	-3.5096871852874756
9	v_heads	16	2	0	19	0xc05f8e76	-3.493070125579834
9	v_heads	16	3	0	47	0x4052b688	3.292390823364258
9	v_heads	17	0	6	92	0xc0903bf9	-4.507320880889893
9	v_heads	17	1	5	43	0x4058362d	3.3783066272735596
9	v_heads	17	2	7	103	0x405502c4	3.328293800354004
9	v_heads	17	3	6	49	0xc02d8101	-2.710998773574829
10	k_rope	0	0	1	124	0xc1862954	-16.770179748535156
10	k_rope	0	1	6	126	0x416a85e9	14.657692909240723
10	k_rope	0	2	0	124	0x415f9652	13.974199295043945
10	k_rope	0	3	2	127	0x415be44d	13.743237495422363
10	k_rope	1	0	1	49	0xc257b586	-53.927268981933594
10	k_rope	1	1	6	49	0xc24a6922	-50.60266876220703
10	k_rope	1	2	0	49	0x424a156e	50.52092742919922
10	k_rope	1	3	4	49	0x423369d0	44.85333251953125
10	k_rope	2	0	4	49	0x424bac99	50.91855239868164
10	k_rope	2	1	1	49	0xc23d75c4	-47.36500549316406
10	k_rope	2	2	2	49	0x422d8268	43.377349853515625
10	k_rope	2	3	0	49	0x422b76d4	42.86604309082031
10	k_rope	3	0	4	49	0x424946c2	50.31909942626953
10	k_rope	3	1	0	49	0x423cd7b3	47.21064376831055
10	k_rope	3	2	1	49	0xc22e51d1	-43.579898834228516
10	k_rope	3	3	5	49	0xc22bd6e1	-42.959842681884766
10	k_rope	4	0	2	49	0x424b660b	50.84965133666992
10	k_rope	4	1	4	49	0x42394c6b	46.32462692260742
10	k_rope	4	2	6	49	0xc22c582a	-43.086097717285156
10	k_rope	4	3	1	49	0xc223170c	-40.77250671386719
10	k_rope	5	0	6	49	0xc2317dd0	-44.37286376953125
10	k_rope	5	1	0	49	0x4221ad5c	40.41929626464844
10	k_rope	5	2	4	49	0x4219d750	38.46026611328125
10	k_rope	5	3	5	49	0xc21891a7	-38.14223861694336
10	k_rope	6	0	0	49	0x423105c2	44.25562286376953
10	k_rope	6	1	2	49	0x422f7571	43.864688873291016
10	k_rope	6	2	6	49	0xc2220a58	-40.510101318359375
10	k_rope	6	3	4	49	0x4216a170	37.65765380859375
10	k_rope	7	0	0	49	0x423a0eaf	46.514339447021484
10	k_rope	7	1	1	49	0xc23639a1	-45.556278228759766
10	k_rope	7	2	7	49	0x42347a5d	45.1194953918457
10	k_rope	7	3	5	49	0xc230c19a	-44.189064025878906
10	k_rope	8	0	0	49	0x42405b63	48.0892448425293
10	k_rope	8	1	4	49	0x423e1e67	47.52968978881836
10	k_rope	8	2	5	49	0xc22d2ead	-43.29558181762695
10	k_rope	8	3	1	49	0xc22a4a68	-42.572662353515625
10	k_rope	9	0	6	49	0xc22d87fb	-43.38279342651367
10	k_rope	9	1	1	49	0xc2271eb3	-41.77997970581055
10	k_rope	9	2	4	49	0x422402ac	41.00260925292969
10	k_rope	9	3	2	49	0x421a052f	38.505062103271484
10	k_rope	10	0	1	49	0xc24115c8	-48.271270751953125
10	k_rope	10	1	2	49	0x423d8ddd	47.3885383605957
10	k_rope	10	2	0	49	0x422c8447	43.12917709350586
10	k_rope	10	3	6	49	0xc22268a1	-40.602176666259766
10	k_rope	11	0	6	49	0xc27334e1	-60.801639556884766
10	k_rope	11	1	1	49	0xc26aaa13	-58.66608810424805
10	k_rope	11	2	2	49	0x4267b4d3	57.92658615112305
10	k_rope	11	3	4	49	0x426034f7	56.05172348022461
