prompt	fed_token	partner_token	prompt_length	position	greedy	attaining_count	top1	top2	top1_bits	top2_bits	top_two_bit_identical	gap	greedy_in_duplicate_group	greedy_group_all_bit_identical	best_duplicate_member	best_duplicate_logit	best_duplicate_rank	best_duplicate_gap
dup-123806-x32	123806	124027	32	19	53264	1	53264	94254	0x41449303	0x4131ca1d	false	1.1740474700927734	false		132379	-5.977879524230957	138056	18.263771057128906
dup-123806-x32	123806	124027	32	20	53264	1	53264	94254	0x41449307	0x4131ca2d	false	1.1740360260009766	false		132379	-5.977894306182861	138057	18.263789653778076
dup-123806-x32	123806	124027	32	21	53264	1	53264	94254	0x41449300	0x4131ca25	false	1.174036979675293	false		132379	-5.977897644042969	138057	18.26378631591797
dup-123806-x32	123806	124027	32	22	53264	1	53264	94254	0x414492fa	0x4131ca20	false	1.1740360260009766	false		132379	-5.977890491485596	138057	18.263773441314697
dup-123806-x32	123806	124027	32	23	53264	1	53264	94254	0x4144930c	0x4131ca32	false	1.1740360260009766	false		132379	-5.9778923988342285	138057	18.263792514801025
dup-123806-x32	123806	124027	32	24	53264	1	53264	94254	0x414492fa	0x4131ca24	false	1.174032211303711	false		132379	-5.977892875671387	138057	18.26377582550049
dup-123806-x32	123806	124027	32	25	53264	1	53264	94254	0x414492fd	0x4131ca26	false	1.1740331649780273	false		132379	-5.9778923988342285	138057	18.26377820968628
dup-123806-x32	123806	124027	32	26	53264	1	53264	94254	0x41449308	0x4131ca28	false	1.174041748046875	false		132379	-5.97788667678833	138057	18.26378297805786
dup-123806-x32	123806	124027	32	27	53264	1	53264	94254	0x414492fd	0x4131ca22	false	1.174036979675293	false		132379	-5.97789192199707	138057	18.26377773284912
dup-123806-x32	123806	124027	32	28	53264	1	53264	94254	0x41449304	0x4131ca22	false	1.1740436553955078	false		132379	-5.97789192199707	138057	18.263784408569336
dup-123806-x32	123806	124027	32	29	53264	1	53264	94254	0x414492fc	0x4131ca29	false	1.1740293502807617	false		132379	-5.9778971672058105	138057	18.263782024383545
dup-123806-x32	123806	124027	32	30	53264	1	53264	94254	0x41449300	0x4131ca22	false	1.1740398406982422	false		132379	-5.977888107299805	138057	18.263776779174805
dup-123806-x32	123806	124027	32	31	53264	1	53264	94254	0x414492fb	0x4131ca22	false	1.1740350723266602	false		132379	-5.977898120880127	138057	18.263782024383545
dup-151555-x16	151555	151556	16	0	53264	1	53264	94254	0x4144971f	0x4131cdb7	false	1.1741714477539062	false		132379	-5.977975368499756	138057	18.264870166778564
dup-151555-x16	151555	151556	16	1	53264	1	53264	94254	0x41449731	0x4131cdc4	false	1.1741762161254883	false		132379	-5.977962017059326	138057	18.26487398147583
dup-151555-x16	151555	151556	16	2	53264	1	53264	94254	0x41449729	0x4131cdbd	false	1.1741752624511719	false		132379	-5.97796106338501	138057	18.264865398406982
dup-151555-x16	151555	151556	16	3	53264	1	53264	94254	0x41449728	0x4131cdc6	false	1.1741657257080078	false		132379	-5.977965831756592	138057	18.264869213104248
dup-151555-x16	151555	151556	16	4	53264	1	53264	94254	0x41449726	0x4131cdc7	false	1.1741628646850586	false		132379	-5.977967739105225	138057	18.264869213104248
dup-151555-x16	151555	151556	16	5	53264	1	53264	94254	0x4144972a	0x4131cdb5	false	1.1741838455200195	false		132379	-5.977972507476807	138057	18.264877796173096
dup-151555-x16	151555	151556	16	6	53264	1	53264	94254	0x41449727	0x4131cdbb	false	1.1741752624511719	false		132379	-5.977965831756592	138057	18.26486825942993
dup-151555-x16	151555	151556	16	7	53264	1	53264	94254	0x41449715	0x4131cdad	false	1.1741714477539062	false		132379	-5.977974891662598	138057	18.264860153198242
dup-151555-x16	151555	151556	16	8	53264	1	53264	94254	0x41449729	0x4131cdc1	false	1.1741714477539062	false		132379	-5.977967739105225	138057	18.264872074127197
dup-151555-x16	151555	151556	16	9	53264	1	53264	94254	0x4144972a	0x4131cdbf	false	1.1741743087768555	false		132379	-5.977971076965332	138057	18.26487636566162
dup-151555-x16	151555	151556	16	10	53264	1	53264	94254	0x41449730	0x4131cdb4	false	1.1741905212402344	false		132379	-5.977959156036377	138057	18.264870166778564
dup-151555-x16	151555	151556	16	11	53264	1	53264	94254	0x41449728	0x4131cdbf	false	1.1741724014282227	false		132379	-5.977970123291016	138057	18.264873504638672
dup-151555-x16	151555	151556	16	12	53264	1	53264	94254	0x41449730	0x4131cdc4	false	1.1741752624511719	false		132379	-5.977956771850586	138057	18.264867782592773
dup-151555-x16	151555	151556	16	13	53264	1	53264	94254	0x41449728	0x4131cdbd	false	1.1741743087768555	false		132379	-5.977966785430908	138057	18.264870166778564
dup-151555-x16	151555	151556	16	14	53264	1	53264	94254	0x41449727	0x4131cdca	false	1.1741609573364258	false		132379	-5.977970123291016	138057	18.264872550964355
dup-151555-x16	151555	151556	16	15	53264	1	53264	94254	0x41449727	0x4131cdbf	false	1.1741714477539062	false		132379	-5.977967739105225	138057	18.264870166778564
dup-151554-x16	151554	151738	16	0	53264	1	53264	94254	0x4144972a	0x4131cdd3	false	1.1741552352905273	false		132379	-5.977974891662598	138057	18.264880180358887
dup-151554-x16	151554	151738	16	1	53264	1	53264	94254	0x4144972e	0x4131cdc7	false	1.1741704940795898	false		132379	-5.97796106338501	138057	18.264870166778564
dup-151554-x16	151554	151738	16	2	53264	1	53264	94254	0x4144972c	0x4131cdc2	false	1.174173355102539	false		132379	-5.9779744148254395	138057	18.26488161087036
dup-151554-x16	151554	151738	16	3	53264	1	53264	94254	0x4144972b	0x4131cdc9	false	1.1741657257080078	false		132379	-5.977970123291016	138057	18.26487636566162
dup-151554-x16	151554	151738	16	4	53264	1	53264	94254	0x41449729	0x4131cdcb	false	1.1741619110107422	false		132379	-5.97797155380249	138057	18.264875888824463
dup-151554-x16	151554	151738	16	5	53264	1	53264	94254	0x4144972f	0x4131cdbd	false	1.1741809844970703	false		132379	-5.977965831756592	138057	18.264875888824463
dup-151554-x16	151554	151738	16	6	53264	1	53264	94254	0x41449731	0x4131cdba	false	1.1741857528686523	false		132379	-5.977966785430908	138057	18.264878749847412
dup-151554-x16	151554	151738	16	7	53264	1	53264	94254	0x41449736	0x4131cdc1	false	1.1741838455200195	false		132379	-5.977971076965332	138057	18.264887809753418
dup-151554-x16	151554	151738	16	8	53264	1	53264	94254	0x41449723	0x4131cdb5	false	1.1741771697998047	false		132379	-5.977970123291016	138057	18.26486873626709
dup-151554-x16	151554	151738	16	9	53264	1	53264	94254	0x4144972e	0x4131cdb3	false	1.174189567565918	false		132379	-5.977964401245117	138057	18.264873504638672
dup-151554-x16	151554	151738	16	10	53264	1	53264	94254	0x4144972c	0x4131cdbf	false	1.1741762161254883	false		132379	-5.977972030639648	138057	18.26487922668457
dup-151554-x16	151554	151738	16	11	53264	1	53264	94254	0x41449725	0x4131cdba	false	1.1741743087768555	false		132379	-5.9779767990112305	138057	18.264877319335938
dup-151554-x16	151554	151738	16	12	53264	1	53264	94254	0x41449735	0x4131cdc6	false	1.174178123474121	false		132379	-5.977972030639648	138057	18.264887809753418
dup-151554-x16	151554	151738	16	13	53264	1	53264	94254	0x4144972c	0x4131cdba	false	1.1741809844970703	false		132379	-5.977965354919434	138057	18.264872550964355
dup-151554-x16	151554	151738	16	14	53264	1	53264	94254	0x41449726	0x4131cdb6	false	1.1741790771484375	false		132379	-5.977968692779541	138057	18.264870166778564
dup-151554-x16	151554	151738	16	15	53264	1	53264	94254	0x4144972a	0x4131cdc3	false	1.1741704940795898	false		132379	-5.977966785430908	138057	18.264872074127197
dup-177-x16	177	178	16	0	53264	1	53264	94254	0x41449388	0x4131c8eb	false	1.1744661331176758	false		132379	-5.977682590484619	138055	18.26370096206665
dup-177-x16	177	178	16	1	53264	1	53264	94254	0x41449390	0x4131c8ed	false	1.1744718551635742	false		132379	-5.97767972946167	138055	18.263705730438232
dup-177-x16	177	178	16	2	53264	1	53264	94254	0x41449374	0x4131c8f0	false	1.1744422912597656	false		132379	-5.977685928344727	138055	18.26368522644043
dup-177-x16	177	178	16	3	53264	1	53264	94254	0x41449398	0x4131c8e4	false	1.1744880676269531	false		132379	-5.977672100067139	138055	18.263705730438232
dup-177-x16	177	178	16	4	53264	1	53264	94254	0x41449387	0x4131c8e9	false	1.1744670867919922	false		132379	-5.977680206298828	138055	18.263697624206543
dup-177-x16	177	178	16	5	53264	1	53264	94254	0x41449382	0x4131c8eb	false	1.1744604110717773	false		132379	-5.977692127227783	138055	18.263704776763916
dup-177-x16	177	178	16	6	53264	1	53264	94254	0x4144938e	0x4131c8f3	false	1.174464225769043	false		132379	-5.977677345275879	138055	18.26370143890381
dup-177-x16	177	178	16	7	53264	1	53264	94254	0x4144937c	0x4131c8f1	false	1.1744489669799805	false		132379	-5.977685928344727	138055	18.26369285583496
dup-177-x16	177	178	16	8	53264	1	53264	94254	0x41449380	0x4131c8e7	false	1.1744623184204102	false		132379	-5.977688312530518	138055	18.263699054718018
dup-177-x16	177	178	16	9	53264	1	53264	94254	0x4144938a	0x4131c8ef	false	1.174464225769043	false		132379	-5.977680206298828	138055	18.263700485229492
dup-177-x16	177	178	16	10	53264	1	53264	94254	0x4144938c	0x4131c8e5	false	1.1744756698608398	false		132379	-5.977679252624512	138055	18.26370143890381
dup-177-x16	177	178	16	11	53264	1	53264	94254	0x41449387	0x4131c8e6	false	1.1744699478149414	false		132379	-5.977677822113037	138055	18.263695240020752
dup-177-x16	177	178	16	12	53264	1	53264	94254	0x4144938b	0x4131c8ef	false	1.1744651794433594	false		132379	-5.977673530578613	138055	18.263694763183594
dup-177-x16	177	178	16	13	53264	1	53264	94254	0x41449389	0x4131c8e4	false	1.174473762512207	false		132379	-5.977676868438721	138055	18.26369619369507
dup-177-x16	177	178	16	14	53264	1	53264	94254	0x4144938a	0x4131c8e0	false	1.174478530883789	false		132379	-5.977677345275879	138055	18.263697624206543
dup-177-x16	177	178	16	15	53264	1	53264	94254	0x41449387	0x4131c8e7	false	1.174468994140625	false		132379	-5.977688789367676	138055	18.26370620727539
dup-177-x32	177	178	32	0	53264	1	53264	94254	0x41449388	0x4131c8eb	false	1.1744661331176758	false		132379	-5.977682590484619	138055	18.26370096206665
dup-177-x32	177	178	32	1	53264	1	53264	94254	0x41449390	0x4131c8ed	false	1.1744718551635742	false		132379	-5.97767972946167	138055	18.263705730438232
dup-177-x32	177	178	32	2	53264	1	53264	94254	0x41449374	0x4131c8f0	false	1.1744422912597656	false		132379	-5.977685928344727	138055	18.26368522644043
dup-177-x32	177	178	32	3	53264	1	53264	94254	0x41449398	0x4131c8e4	false	1.1744880676269531	false		132379	-5.977672100067139	138055	18.263705730438232
dup-177-x32	177	178	32	4	53264	1	53264	94254	0x41449387	0x4131c8e9	false	1.1744670867919922	false		132379	-5.977680206298828	138055	18.263697624206543
dup-177-x32	177	178	32	5	53264	1	53264	94254	0x41449382	0x4131c8eb	false	1.1744604110717773	false		132379	-5.977692127227783	138055	18.263704776763916
dup-177-x32	177	178	32	6	53264	1	53264	94254	0x4144938e	0x4131c8f3	false	1.174464225769043	false		132379	-5.977677345275879	138055	18.26370143890381
dup-177-x32	177	178	32	7	53264	1	53264	94254	0x4144937c	0x4131c8f1	false	1.1744489669799805	false		132379	-5.977685928344727	138055	18.26369285583496
dup-177-x32	177	178	32	8	53264	1	53264	94254	0x41449380	0x4131c8e7	false	1.1744623184204102	false		132379	-5.977688312530518	138055	18.263699054718018
dup-177-x32	177	178	32	9	53264	1	53264	94254	0x4144938a	0x4131c8ef	false	1.174464225769043	false		132379	-5.977680206298828	138055	18.263700485229492
dup-177-x32	177	178	32	10	53264	1	53264	94254	0x4144938c	0x4131c8e5	false	1.1744756698608398	false		132379	-5.977679252624512	138055	18.26370143890381
dup-177-x32	177	178	32	11	53264	1	53264	94254	0x41449387	0x4131c8e6	false	1.1744699478149414	false		132379	-5.977677822113037	138055	18.263695240020752
dup-177-x32	177	178	32	12	53264	1	53264	94254	0x4144938b	0x4131c8ef	false	1.1744651794433594	false		132379	-5.977673530578613	138055	18.263694763183594
dup-177-x32	177	178	32	13	53264	1	53264	94254	0x41449389	0x4131c8e4	false	1.174473762512207	false		132379	-5.977676868438721	138055	18.26369619369507
dup-177-x32	177	178	32	14	53264	1	53264	94254	0x4144938a	0x4131c8e0	false	1.174478530883789	false		132379	-5.977677345275879	138055	18.263697624206543
dup-177-x32	177	178	32	15	53264	1	53264	94254	0x41449387	0x4131c8e7	false	1.174468994140625	false		132379	-5.977688789367676	138055	18.26370620727539
dup-177-x32	177	178	32	16	53264	1	53264	94254	0x4144939e	0x4131c8ef	false	1.174483299255371	false		132379	-5.977667331695557	138055	18.26370668411255
dup-177-x32	177	178	32	17	53264	1	53264	94254	0x41449390	0x4131c8e2	false	1.1744823455810547	false		132379	-5.977677345275879	138055	18.26370334625244
dup-177-x32	177	178	32	18	53264	1	53264	94254	0x41449381	0x4131c8f1	false	1.1744537353515625	false		132379	-5.977684497833252	138055	18.26369619369507
dup-177-x32	177	178	32	19	53264	1	53264	94254	0x4144938b	0x4131c8f1	false	1.1744632720947266	false		132379	-5.977685928344727	138055	18.263707160949707
dup-177-x32	177	178	32	20	53264	1	53264	94254	0x4144938a	0x4131c8e2	false	1.1744766235351562	false		132379	-5.977673530578613	138055	18.263693809509277
dup-177-x32	177	178	32	21	53264	1	53264	94254	0x41449387	0x4131c8f7	false	1.1744537353515625	false		132379	-5.977684020996094	138055	18.26370143890381
dup-177-x32	177	178	32	22	53264	1	53264	94254	0x4144938d	0x4131c8eb	false	1.1744709014892578	false		132379	-5.977670192718506	138055	18.26369333267212
dup-177-x32	177	178	32	23	53264	1	53264	94254	0x4144937b	0x4131c8f2	false	1.1744470596313477	false		132379	-5.977692604064941	138055	18.26369857788086
dup-177-x32	177	178	32	24	53264	1	53264	94254	0x41449394	0x4131c8f0	false	1.1744728088378906	false		132379	-5.977674961090088	138055	18.263704776763916
dup-177-x32	177	178	32	25	53264	1	53264	94254	0x41449389	0x4131c8ed	false	1.1744651794433594	false		132379	-5.977686405181885	138055	18.263705730438232
dup-177-x32	177	178	32	26	53264	1	53264	94254	0x41449392	0x4131c8ed	false	1.174473762512207	false		132379	-5.977675914764404	138055	18.2637038230896
dup-177-x32	177	178	32	27	53264	1	53264	94254	0x41449396	0x4131c8ee	false	1.1744766235351562	false		132379	-5.97767448425293	138055	18.26370620727539
dup-177-x32	177	178	32	28	53264	1	53264	94254	0x41449390	0x4131c8e4	false	1.1744804382324219	false		132379	-5.9776763916015625	138055	18.263702392578125
dup-177-x32	177	178	32	29	53264	1	53264	94254	0x41449399	0x4131c8e6	false	1.1744871139526367	false		132379	-5.9776787757873535	138055	18.263713359832764
dup-177-x32	177	178	32	30	53264	1	53264	94254	0x4144938f	0x4131c8dc	false	1.1744871139526367	false		132379	-5.977680206298828	138055	18.263705253601074
dup-177-x32	177	178	32	31	53264	1	53264	94254	0x4144938b	0x4131c8e4	false	1.1744756698608398	false		132379	-5.9776811599731445	138055	18.263702392578125
dup-124-x16	124	125	16	0	53264	1	53264	94254	0x41449385	0x4131c925	false	1.174407958984375	false		132379	-5.977716445922852	138055	18.263731956481934
dup-124-x16	124	125	16	1	53264	1	53264	94254	0x41449380	0x4131c921	false	1.1744070053100586	false		132379	-5.977722644805908	138055	18.263733386993408
dup-124-x16	124	125	16	2	53264	1	53264	94254	0x41449383	0x4131c92d	false	1.174398422241211	false		132379	-5.977720260620117	138055	18.263733863830566
dup-124-x16	124	125	16	3	53264	1	53264	94254	0x4144936f	0x4131c92a	false	1.174382209777832	false		132379	-5.977731704711914	138055	18.263726234436035
dup-124-x16	124	125	16	4	53264	1	53264	94254	0x41449375	0x4131c933	false	1.1743793487548828	false		132379	-5.977735996246338	138055	18.263736248016357
dup-124-x16	124	125	16	5	53264	1	53264	94254	0x41449374	0x4131c929	false	1.1743879318237305	false		132379	-5.977731704711914	138055	18.263731002807617
dup-124-x16	124	125	16	6	53264	1	53264	94254	0x4144937e	0x4131c92f	false	1.174391746520996	false		132379	-5.977726459503174	138055	18.26373529434204
dup-124-x16	124	125	16	7	53264	1	53264	94254	0x41449372	0x4131c938	false	1.1743717193603516	false		132379	-5.977730751037598	138055	18.263728141784668
dup-124-x16	124	125	16	8	53264	1	53264	94254	0x41449384	0x4131c933	false	1.174393653869629	false		132379	-5.97772216796875	138055	18.263736724853516
dup-124-x16	124	125	16	9	53264	1	53264	94254	0x41449385	0x4131c928	false	1.1744050979614258	false		132379	-5.977718353271484	138055	18.263733863830566
dup-124-x16	124	125	16	10	53264	1	53264	94254	0x41449380	0x4131c928	false	1.1744003295898438	false		132379	-5.977715969085693	138055	18.263726711273193
dup-124-x16	124	125	16	11	53264	1	53264	94254	0x41449379	0x4131c931	false	1.1743850708007812	false		132379	-5.977728843688965	138055	18.26373291015625
dup-124-x16	124	125	16	12	53264	1	53264	94254	0x4144937a	0x4131c922	false	1.1744003295898438	false		132379	-5.977720737457275	138055	18.263725757598877
dup-124-x16	124	125	16	13	53264	1	53264	94254	0x4144937c	0x4131c91a	false	1.1744098663330078	false		132379	-5.977722644805908	138055	18.263729572296143
dup-124-x16	124	125	16	14	53264	1	53264	94254	0x41449377	0x4131c926	false	1.174393653869629	false		132379	-5.977725028991699	138055	18.26372718811035
dup-124-x16	124	125	16	15	53264	1	53264	94254	0x4144936e	0x4131c92b	false	1.1743803024291992	false		132379	-5.977726459503174	138055	18.26372003555298
dup-77150-x16	77150	83971	16	0	53264	1	53264	94254	0x41449372	0x4131c921	false	1.174393653869629	false		132379	-5.977706432342529	138055	18.2637038230896
dup-77150-x16	77150	83971	16	1	53264	1	53264	94254	0x41449381	0x4131c934	false	1.1743898391723633	false		132379	-5.977705955505371	138055	18.263717651367188
dup-77150-x16	77150	83971	16	2	53264	1	53264	94254	0x4144938c	0x4131c933	false	1.1744012832641602	false		132379	-5.977697849273682	138055	18.26372003555298
dup-77150-x16	77150	83971	16	3	53264	1	53264	94254	0x4144937c	0x4131c922	false	1.1744022369384766	false		132379	-5.977694034576416	138055	18.26370096206665
dup-77150-x16	77150	83971	16	4	53264	1	53264	94254	0x4144937d	0x4131c928	false	1.1743974685668945	false		132379	-5.977701663970947	138055	18.263709545135498
dup-77150-x16	77150	83971	16	5	53264	1	53264	94254	0x4144937d	0x4131c917	false	1.1744136810302734	false		132379	-5.977697849273682	138055	18.263705730438232
dup-77150-x16	77150	83971	16	6	53264	1	53264	94254	0x41449378	0x4131c917	false	1.1744089126586914	false		132379	-5.977696418762207	138055	18.263699531555176
dup-77150-x16	77150	83971	16	7	53264	1	53264	94254	0x4144937e	0x4131c924	false	1.1744022369384766	false		132379	-5.977705955505371	138055	18.26371479034424
dup-77150-x16	77150	83971	16	8	53264	1	53264	94254	0x4144937d	0x4131c91a	false	1.1744108200073242	false		132379	-5.977698802947998	138055	18.26370668411255
dup-77150-x16	77150	83971	16	9	53264	1	53264	94254	0x4144937c	0x4131c925	false	1.1743993759155273	false		132379	-5.97770881652832	138055	18.263715744018555
dup-77150-x16	77150	83971	16	10	53264	1	53264	94254	0x41449386	0x4131c91f	false	1.1744146347045898	false		132379	-5.97770357131958	138055	18.26372003555298
dup-77150-x16	77150	83971	16	11	53264	1	53264	94254	0x41449378	0x4131c913	false	1.174412727355957	false		132379	-5.97769021987915	138055	18.26369333267212
dup-77150-x16	77150	83971	16	12	53264	1	53264	94254	0x41449377	0x4131c922	false	1.1743974685668945	false		132379	-5.9777021408081055	138055	18.263704299926758
dup-77150-x16	77150	83971	16	13	53264	1	53264	94254	0x41449372	0x4131c925	false	1.1743898391723633	false		132379	-5.977709770202637	138055	18.263707160949707
dup-77150-x16	77150	83971	16	14	53264	1	53264	94254	0x4144937e	0x4131c926	false	1.1744003295898438	false		132379	-5.977699279785156	138055	18.263708114624023
dup-77150-x16	77150	83971	16	15	53264	1	53264	94254	0x4144937a	0x4131c92d	false	1.1743898391723633	false		132379	-5.977708339691162	138055	18.263713359832764
dup-124630-x16	124630	125454	16	0	53264	1	53264	94254	0x41449463	0x4131c79f	false	1.1749916076660156	false		132379	-5.977397918701172	138054	18.263625144958496
dup-124630-x16	124630	125454	16	1	53264	1	53264	94254	0x4144945c	0x4131c79a	false	1.1749897003173828	false		132379	-5.97738790512085	138054	18.26360845565796
dup-124630-x16	124630	125454	16	2	53264	1	53264	94254	0x41449461	0x4131c7aa	false	1.1749792098999023	false		132379	-5.977418422698975	138054	18.263643741607666
dup-124630-x16	124630	125454	16	3	53264	1	53264	94254	0x41449460	0x4131c79b	false	1.174992561340332	false		132379	-5.977400302886963	138054	18.263624668121338
dup-124630-x16	124630	125454	16	4	53264	1	53264	94254	0x4144945a	0x4131c7a9	false	1.174973487854004	false		132379	-5.977419376373291	138054	18.263638019561768
dup-124630-x16	124630	125454	16	5	53264	1	53264	94254	0x41449459	0x4131c7a0	false	1.1749811172485352	false		132379	-5.9773993492126465	138054	18.263617038726807
dup-124630-x16	124630	125454	16	6	53264	1	53264	94254	0x4144945e	0x4131c7b2	false	1.1749687194824219	false		132379	-5.977414608001709	138054	18.26363706588745
dup-124630-x16	124630	125454	16	7	53264	1	53264	94254	0x4144946e	0x4131c7aa	false	1.1749916076660156	false		132379	-5.977406024932861	138054	18.263643741607666
dup-124630-x16	124630	125454	16	8	53264	1	53264	94254	0x41449459	0x4131c7ab	false	1.1749706268310547	false		132379	-5.9774065017700195	138054	18.26362419128418
dup-124630-x16	124630	125454	16	9	53264	1	53264	94254	0x41449465	0x4131c7a5	false	1.17498779296875	false		132379	-5.977387428283691	138054	18.26361656188965
dup-124630-x16	124630	125454	16	10	53264	1	53264	94254	0x41449462	0x4131c79f	false	1.1749906539916992	false		132379	-5.977393627166748	138054	18.263619899749756
dup-124630-x16	124630	125454	16	11	53264	1	53264	94254	0x41449455	0x4131c7a1	false	1.1749763488769531	false		132379	-5.97739315032959	138054	18.263607025146484
dup-124630-x16	124630	125454	16	12	53264	1	53264	94254	0x41449463	0x4131c7b1	false	1.1749744415283203	false		132379	-5.977419853210449	138054	18.263647079467773
dup-124630-x16	124630	125454	16	13	53264	1	53264	94254	0x41449466	0x4131c7b2	false	1.1749763488769531	false		132379	-5.977404594421387	138054	18.26363468170166
dup-124630-x16	124630	125454	16	14	53264	1	53264	94254	0x41449464	0x4131c7b7	false	1.1749696731567383	false		132379	-5.977413177490234	138054	18.263641357421875
dup-124630-x16	124630	125454	16	15	53264	1	53264	94254	0x4144946b	0x4131c7b5	false	1.174978256225586	false		132379	-5.977415084838867	138054	18.263649940490723
dup-124458-x16	124458	124479	16	0	53264	1	53264	94254	0x4144937a	0x4131c8f1	false	1.1744470596313477	false		132379	-5.977694034576416	138055	18.263699054718018
dup-124458-x16	124458	124479	16	1	53264	1	53264	94254	0x41449377	0x4131c8df	false	1.1744613647460938	false		132379	-5.977702617645264	138055	18.263704776763916
dup-124458-x16	124458	124479	16	2	53264	1	53264	94254	0x4144938c	0x4131c8ec	false	1.174468994140625	false		132379	-5.977679252624512	138055	18.26370143890381
dup-124458-x16	124458	124479	16	3	53264	1	53264	94254	0x4144937b	0x4131c8de	false	1.1744661331176758	false		132379	-5.977688789367676	138055	18.263694763183594
dup-124458-x16	124458	124479	16	4	53264	1	53264	94254	0x41449373	0x4131c8ef	false	1.1744422912597656	false		132379	-5.977689743041992	138055	18.26368808746338
dup-124458-x16	124458	124479	16	5	53264	1	53264	94254	0x4144937f	0x4131c8ea	false	1.1744585037231445	false		132379	-5.977688789367676	138055	18.26369857788086
dup-124458-x16	124458	124479	16	6	53264	1	53264	94254	0x4144937b	0x4131c8ec	false	1.174452781677246	false		132379	-5.977698802947998	138055	18.263704776763916
dup-124458-x16	124458	124479	16	7	53264	1	53264	94254	0x4144937f	0x4131c8ee	false	1.174454689025879	false		132379	-5.977683067321777	138055	18.26369285583496
dup-124458-x16	124458	124479	16	8	53264	1	53264	94254	0x4144938a	0x4131c8e2	false	1.1744766235351562	false		132379	-5.977675914764404	138055	18.26369619369507
dup-124458-x16	124458	124479	16	9	53264	1	53264	94254	0x4144937d	0x4131c8e0	false	1.1744661331176758	false		132379	-5.97768497467041	138055	18.26369285583496
dup-124458-x16	124458	124479	16	10	53264	1	53264	94254	0x41449386	0x4131c8eb	false	1.174464225769043	false		132379	-5.977679252624512	138055	18.26369571685791
dup-124458-x16	124458	124479	16	11	53264	1	53264	94254	0x41449382	0x4131c8ef	false	1.1744565963745117	false		132379	-5.9776930809021	138055	18.263705730438232
dup-124458-x16	124458	124479	16	12	53264	1	53264	94254	0x4144937c	0x4131c8f6	false	1.1744441986083984	false		132379	-5.977682113647461	138055	18.263689041137695
dup-124458-x16	124458	124479	16	13	53264	1	53264	94254	0x4144937c	0x4131c8db	false	1.1744699478149414	false		132379	-5.977682113647461	138055	18.263689041137695
dup-124458-x16	124458	124479	16	14	53264	1	53264	94254	0x4144937f	0x4131c8e3	false	1.1744651794433594	false		132379	-5.9776763916015625	138055	18.263686180114746
dup-124458-x16	124458	124479	16	15	53264	1	53264	94254	0x41449385	0x4131c8db	false	1.174478530883789	false		132379	-5.977683067321777	138055	18.26369857788086
